更新时间,#genre#
20260605 03:25,url

RespoTime,whitelist,#genre#
457.85ms,CCTV8,http://b.xiongnas.top:8888/rtp/239.3.1.175:8001
457.86ms,河池教育频道,http://113.15.109.216:59901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
457.87ms,荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-6.m3u8
457.89ms,广东体育,http://120.198.95.220:9901/tsfile/live/1010_1.m3u8?key=txiptv
457.90ms,Москва 24,https://player.smotrim.ru/iframe/stream/live_id/1661
457.90ms,贵州卫视,http://60.2.190.206:4000/udp/239.253.92.105:6055
457.93ms,CCTV12,http://zczb.aylzline.top:8899/rtp/225.1.2.82:10486
457.94ms,云南卫视,https://live.264788.xyz/channel/yunnanweishi?streamid=fe7f665eb83ec0b1eebd4120b1a74d77&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
457.97ms,CCTV16,http://b.xiongnas.top:8888/rtp/239.3.1.184:8001
457.98ms,Televizija 5,https://balkanmedia.dynu.net/hls/tv5web.m3u8
457.98ms,安徽卫视,http://60.10.139.113:8801/hls/99/index.m3u8
458.07ms,CCTV13,http://60.2.190.206:4000/udp/239.253.92.13:8008
458.08ms,重庆卫视,http://60.2.190.206:4000/udp/239.253.92.10:6053
458.10ms,Palm Beach County TV Channel 20 (Palm Beach County FL) (720p),https://pbcvideostreams1.pbc.gov/memfs/1af49f9a-6b90-4ec2-a640-7f65ceebed4a.m3u8
458.16ms,广东卫视,http://182.37.41.46:8154/tsfile/live/0125_1.m3u8?key=txiptv
458.22ms,浙江卫视,http://joyznm.i234.me:20000/rtp/239.3.1.137:8036
458.24ms,陕西二套,http://112.46.85.60:8009/hls/19/index.m3u8
458.27ms,山东卫视,http://60.10.139.113:8801/hls/25/index.m3u8
458.31ms,CCTV5+,http://60.2.190.206:4000/udp/239.253.92.82:8013
458.31ms,广西卫视,http://60.10.139.113:8801/hls/52/index.m3u8
458.31ms,湖北卫视,http://a.xiongnas.top:8888/rtp/239.3.1.138:8044
458.32ms,CCTV5,http://b.xiongnas.top:8888/rtp/239.3.1.173:8001
458.33ms,CCTV怀旧剧场,http://60.2.190.206:4000/udp/239.253.93.252:6430
458.34ms,河北卫视,http://27.12.12.174:1234/962042070
458.36ms,北京卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.241:8000
458.39ms,CCTV2,http://60.2.190.206:4000/udp/239.253.92.190:6065
458.42ms,吉林卫视,http://153.0.171.163:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
458.43ms,安徽卫视,http://60.2.190.206:4000/udp/239.253.92.209:6566
458.45ms,MBC 4,https://mbc4-prod-dub-ak.akamaized.net/out/v1/c08681f81775496ab4afa2bac7ae7638/index.m3u8
458.45ms,凤凰香港,https://stream1.freetv.fun/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.ctv
458.46ms,CCTV2,http://b.xiongnas.top:8888/rtp/239.3.1.60:8084
458.47ms,万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
458.48ms,Bridge TV,https://t.freetv.fun/live/bridge-tv-2.m3u8
458.51ms,山东卫视,http://113.15.109.216:59901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
458.54ms,CCTV9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8
458.54ms,财富天下,https://live.264788.xyz/channel/caifutianxia?streamid=dd75ff3ba48b4c24b89591eddf099cc0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
458.60ms,CCTV9,http://153.0.171.163:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
458.62ms,山东少儿,http://58.57.40.22:9901/tsfile/live/1024_1.m3u8
458.63ms,河北卫视,http://www.ruoshui.uno:554/rtp/239.77.1.214:5146
458.67ms,湖北卫视,http://153.0.171.163:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
458.71ms,CCTV17,http://nas.iszbd.com:4022/rtp/225.0.4.179:7980
458.72ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-6.m3u8
458.79ms,翡翠台,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv
458.80ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-30.m3u8
458.81ms,CCTV3,http://www.ruoshui.uno:554/rtp/239.77.0.169:5146
458.81ms,MS NOW (720p),http://41.205.93.154/MSNBC/index.m3u8
458.86ms,北京卫视,http://113.15.109.216:59901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
458.86ms,CCTV7,http://60.2.190.206:4000/rtp/239.253.92.194:6059
458.89ms,CCTV15,http://183.129.255.66:8480/hls/16/index.m3u8
458.92ms,西藏卫视,http://58.56.162.102:4466/newlive/live/hls/45/live.m3u8
458.97ms,两个人-蔡妍-BerryGood,https://vd4.bdstatic.com/mda-ki9ze4v8sw9sj7cb/sc/mda-ki9ze4v8sw9sj7cb.mp4
459.05ms,天津卫视,http://60.2.190.206:4000/udp/239.253.92.91:8021
459.09ms,江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=39740f1c6a79f08c4b008e5d4f80a26b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
459.10ms,上海东方卫视,http://113.15.109.216:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
459.12ms,辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
459.20ms,CCTV9,http://zczb.aylzline.top:8899/rtp/225.1.2.80:10474
459.22ms,深圳卫视,http://113.15.109.216:59901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
459.27ms,吉林卫视,http://58.56.162.102:4466/newlive/live/hls/36/live.m3u8
459.30ms,中天新聞,http://222.128.55.152:9080/live/fc.m3u8
459.35ms,CCTV3,https://live.264788.xyz/channel/cctv3?streamid=4495555c28e027d370ae1c1bba64a72e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
459.38ms,汕尾综合,http://183.239.226.235:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
459.39ms,广东卫视,http://113.15.109.216:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
459.40ms,CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv
459.40ms,黑龙江卫视,http://60.2.190.206:4000/rtp/239.253.92.85:8016
459.44ms,CCTV11,http://58.56.162.102:4466/newlive/live/hls/12/live.m3u8
459.45ms,CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
459.47ms,CCTV8,http://113.15.109.216:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
459.47ms,CCTV5,http://www.ruoshui.uno:554/rtp/239.77.0.170:5146
459.49ms,CHC影迷电影,https://stream1.freetv.fun/chcgao-qing-dian-ying-10.m3u8
459.51ms,CCTV13,https://live.264788.xyz/channel/cctv13?streamid=ceb09a1a782b93dd7f13c95e7bc5d37b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
459.52ms,宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=1b2952717a920173e66d4a348f9dcb5c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
459.54ms,浙江卫视,http://wangfei.uno:9999/rtp/225.1.2.85:10504
459.58ms,CCTV9,http://nas.iszbd.com:4022/rtp/225.0.4.131:7980
459.58ms,CCTV14,http://yhms.aylzline.top:8899/rtp/225.1.2.83:10492
459.63ms,凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
459.67ms,CCTV13,http://113.15.109.216:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
459.69ms,江苏卫视,http://113.15.109.216:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
459.69ms,theDove TV (720p),https://thedovetv.bozztv.com/thedovetv/thedovetv/index.m3u8
459.70ms,CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8
459.77ms,求索纪录,http://60.2.190.206:4000/udp/239.253.93.236:6414
459.79ms,海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=138a77a2a88f0a2df6d0af493cf4d5bc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
459.81ms,重庆卫视,http://60.10.139.113:8801/hls/31/index.m3u8
459.83ms,新闻综合,https://live.264788.xyz/channel/shanghaixinwenzonghe?streamid=6f4b191d0930fafab8274665578e1df8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
459.88ms,深圳卫视,https://live.264788.xyz/channel/shenzhenweishi?streamid=100c89dace5140bbd5a4c8783e500369&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
459.92ms,河池新闻综合,http://113.15.109.216:59901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
459.94ms,CCTV14,http://60.10.139.113:8801/hls/13/index.m3u8
459.97ms,东方卫视,https://live.264788.xyz/channel/dongfangweishi?streamid=3433f27cf6adcff6f7d7ca24155aab41&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.00ms,山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=69e002ac7467d661ff7ad0671ed43f16&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.02ms,东南卫视,http://60.10.139.113:8801/hls/21/index.m3u8
460.04ms,CCTV5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8
460.05ms,CCTV11,http://a.xiongnas.top:8888/rtp/239.3.1.152:8120
460.05ms,天津卫视,http://27.129.145.110:4433/hls/29/index.m3u8
460.06ms,云南卫视,http://153.0.171.163:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
460.07ms,CCTV3,http://wangfei.uno:9999/rtp/225.1.2.141:10864
460.08ms,河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
460.13ms,生活时尚,https://live.264788.xyz/channel/shenghuoshishang?streamid=df8acfed0e19ec27634d668faa0861a6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.15ms,青海卫视,http://58.56.162.102:4466/newlive/live/hls/42/live.m3u8
460.19ms,WHAS-TV ABC 11 (Louisville KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38240.ts
460.22ms,黑龙江卫视,http://60.10.139.113:8801/hls/27/index.m3u8
460.24ms,北京卫视,https://live.264788.xyz/channel/beijingweishi?streamid=ef3b375a76fa91e8a49f9aecda01f617&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.27ms,CCTV6,http://60.10.139.113:8801/hls/6/index.m3u8
460.29ms,浙江卫视,http://153.0.171.163:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
460.31ms,CCTV5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
460.31ms,浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
460.37ms,台视新闻,http://222.128.55.152:9080/live/ts.m3u8
460.39ms,河北卫视,http://113.15.109.216:59901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
460.42ms,海南影视,http://153.0.171.163:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
460.43ms,CCTV17,http://wangfei.uno:9999/rtp/225.1.2.53:10312
460.43ms,卡酷少儿,https://live.264788.xyz/channel/kakushaoer?streamid=04894ea6b243c57dfbb535da040373c8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.46ms,CCTV5,https://stream1.freetv.fun/1f4d35fa573d2d14b6c677080cf70be7d3809ee7710fbbe450348d425c377b39.ctv
460.49ms,CCTV12,http://wangfei.uno:9999/rtp/225.1.2.82:10486
460.49ms,河南卫视,http://60.10.139.113:8801/hls/32/index.m3u8
460.50ms,音乐之声,http://live.xmcdn.com/live/1205/64.m3u8
460.52ms,CCTV9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
460.57ms,青海卫视,http://153.0.171.163:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
460.57ms,CCTV11,http://vpn.famcloud.top:9878/rtp/239.3.1.152:8120
460.59ms,金鹰卡通,http://120.198.95.220:9901/tsfile/live/1033_1.m3u8?key=txiptv
460.60ms,四川卫视,http://153.0.171.163:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
460.61ms,CCTV1,http://60.10.139.113:8801/hls/1/index.m3u8
460.63ms,西藏卫视,https://live.264788.xyz/channel/xizangweishi?streamid=b1074802469551526bb63c33e26c400c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.67ms,东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8
460.69ms,天津卫视,http://182.37.41.46:8154/tsfile/live/0135_1.m3u8?key=txiptv
460.71ms,CCTV7,http://182.37.41.46:8154/tsfile/live/0007_1.m3u8?key=txiptv
460.72ms,CCTV16,https://live.264788.xyz/channel/cctv16?streamid=d8dbfb7e9b4e78fc73baf57e7b53ced6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.74ms,广西广播电视台都市频道,http://113.15.109.216:59901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
460.75ms,CCTV7,https://live.264788.xyz/channel/cctv7?streamid=043ecb8ede7fbe890d88633af70d7cb3&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.78ms,贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=30d96b04c45b2b8bce197c9a7b4077c5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.78ms,陈慧娴-傻女,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ccg7jsrc77u3n0hmrrn0&ratio=720p&line=0
460.80ms,CCTV5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
460.83ms,东方卫视,http://153.0.171.163:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
460.83ms,江西卫视,http://wmh.wmh.ink:6633/rtp/239.77.1.219:5146
460.83ms,动漫秀场,https://live.264788.xyz/channel/dongmanxiuchang?streamid=27aaba95be137dfaffb73052f4ced277&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.86ms,CCTV11,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
460.89ms,CCTV9,http://wangfei.uno:9999/rtp/225.1.2.80:10474
460.90ms,山东卫视,http://60.2.190.206:4000/rtp/239.253.92.207:8109
460.92ms,四川卫视4K,https://live.264788.xyz/channel/sichuanweishi4k?streamid=401bf692a1a8b91298f26077d53316d6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
460.93ms,CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
460.98ms,CHC动作电影,http://119.88.243.98:17231/644368714
461.02ms,山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=eeb7d60ca6e0db131ea7a092a3cd28d2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
461.05ms,贵州卫视,http://113.15.109.216:59901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
461.06ms,CGTN,http://113.15.109.216:59901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
461.14ms,CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
461.14ms,CBS News Colorado (720p),https://cbsn-den.cbsnstream.cbsnews.com/out/v1/2e49baf2906244ecb01b07d9885fbe7a/master.m3u8
461.15ms,大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
461.17ms,广西广播电视台影视频道,http://113.15.109.216:59901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
461.18ms,广东新闻,http://183.237.95.108:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
461.18ms,Midpen Media Center Government etc Channel 26 (720p),https://5c2974786200d.streamlock.net/live-chan26/ngrp:ch26_all/playlist.m3u8
461.20ms,梨园频道,http://60.2.190.206:4000/udp/239.253.92.152:8086
461.21ms,CCTV3,http://60.10.139.113:8801/hls/3/index.m3u8
461.23ms,天津卫视,https://live.264788.xyz/channel/tianjinweishi?streamid=6cb7a48d729b22a36431f8ed1036f3c8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
461.30ms,心病-赵本山,http://uptt.gcwduoduo.com/v/190528/ad11d8507454d002d52cf31e5515bde2.mp4
461.34ms,CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
461.38ms,北京卫视,http://60.10.139.113:8801/hls/20/index.m3u8
461.40ms,万州影视文艺 (576p) [Not 24/7],http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
461.43ms,重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
461.45ms,New Canaan Television 79 (NCTV79) (New Canaan CT) (1080p),https://livestream.telvue.com/nctv791/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
461.47ms,CCTV7,http://113.15.109.216:59901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
461.49ms,贵州卫视,http://182.37.41.46:8154/tsfile/live/0120_1.m3u8?key=txiptv
461.51ms,深圳卫视,http://153.0.171.163:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
461.58ms,CCTV2,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8
461.59ms,CCTV11,http://60.10.139.113:8801/hls/96/index.m3u8
461.61ms,野生白狮(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1e405a3890d3497d80df5351ad30f169/1200.m3u8
461.63ms,山东卫视,http://153.0.171.163:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
461.67ms,CCTV15,https://live.264788.xyz/channel/cctv15?streamid=487b3ba4a02ac11c8df5b62e9d5e3deb&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
461.70ms,河北卫视,http://liuwenxiaokevin.top:14044/rtp/233.18.204.103:5140
461.70ms,乐游,https://live.264788.xyz/channel/leyou?streamid=f76a46c986423a63fe578de127ff4e1e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
461.71ms,吉林卫视,http://59.39.89.130:60901/tsfile/live/0125_19.m3u8?key=txiptv&playlive=1&authid=0
461.72ms,1989年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8
461.79ms,河南卫视,http://nas.lyfkai.cn:19999/rtp/239.69.1.168:10644
461.81ms,CCTV12,http://vpn.famcloud.top:9878/rtp/239.3.1.64:8124
461.82ms,财富天下,https://live.264788.xyz/channel/caifutianxia?streamid=b451c7c6fde3d1b517f4d1e42e3c6f31&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
461.83ms,辽宁卫视,http://153.0.171.163:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
461.83ms,深圳卫视,http://27.129.145.110:4433/hls/38/index.m3u8
461.87ms,CCTV2,https://t.freetv.fun/live/cctv2-26.m3u8
461.92ms,四川卫视,https://live.264788.xyz/channel/sichuanweishi?streamid=5386c588d4bbd34f863c7366b934f9d0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
461.93ms,CCTV10,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
461.93ms,江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
461.94ms,深圳卫视,http://60.2.190.206:4000/udp/239.253.92.86:8017
461.95ms,CCTV9,http://182.37.41.46:8154/tsfile/live/0009_1.m3u8?key=txiptv
461.97ms,CCTV4,http://60.2.190.206:4000/rtp/239.253.93.193:6371
462.07ms,CCTV11,http://60.2.190.206:4000/udp/239.253.93.153:6321
462.08ms,甄嬛歪传-宋小宝,http://uptt.gcwduoduo.com/v/220702/6fd44b94ee6a4c6ca9bb3cf9e9a4e933.mp4
462.09ms,春晚2011,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
462.10ms,湖北卫视,http://153.0.171.163:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
462.10ms,兵团卫视,https://stream1.freetv.fun/4e95c2789a1de39788d1f9d4f128805c63cfd9cb8f37d7adff1d3d59da31d2d3.ctv
462.14ms,海南新闻,http://153.0.171.163:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
462.21ms,CCTV12,http://113.15.109.216:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
462.23ms,东方卫视,https://live.264788.xyz/channel/dongfangweishi?streamid=a98a89080092a7cf477ee2ef68844319&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
462.24ms,山匪拜寿-程野,http://uptt.gcwduoduo.com/v/220720/9848882b72698aeaa85b48eb9cf0aaaa.mp4
462.25ms,CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8
462.26ms,Dr. Gene Scott (1080p),https://wescottcc.piksel.tech/hls/live/2041478/adp/playlist.m3u8
462.27ms,CCTV7,http://153.0.171.163:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
462.28ms,CCTV8,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8
462.31ms,CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066
462.32ms,CCTV5,http://60.2.190.206:4000/udp/239.253.92.181:6046
462.34ms,草蜢-半点心,http://vodcdn.video.taobao.com/oss/ali-video/68fc953ff930412784dada5eb79d0821/1461058499/video.m3u8.m3u8
462.46ms,Loveland TV (Loveland CO) (1080p),https://reflect-cityofloveland-co.cablecast.tv/live-3/live/live.m3u8
462.47ms,凤山综合频道,http://113.15.109.216:59901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
462.47ms,CCTV5+,http://x1x.bid:5146/rtp/239.3.1.130:8004
462.48ms,周杰伦-说好不哭,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cu1rh9vog65imnpbre70&ratio=720p&line=0
462.49ms,WKBW-TV ABC 7 (Buffalo NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38280.ts
462.50ms,CCTV4,http://27.129.145.110:4433/hls/4/index.m3u8
462.52ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
462.52ms,CCTV6,http://60.2.190.206:4000/rtp/239.253.92.193:6058
462.65ms,CCTV11,http://60.2.190.206:4000/rtp/239.253.93.153:6321
462.67ms,河南卫视,http://60.2.190.206:4000/rtp/239.253.92.137:6144
462.68ms,东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.m3u8
462.73ms,辽宁卫视,https://stream1.freetv.fun/5e3ecdb50a45431973bf9ac2a4fba1a3d484ed258495955b16705142fa63c31d.m3u8
462.78ms,江苏卫视,http://60.2.190.206:4000/rtp/239.253.92.88:8018
462.81ms,新疆卫视,http://58.57.40.22:9901/tsfile/live/1055_1.m3u8
462.82ms,金鹰纪实,http://60.2.190.206:4000/udp/239.253.92.103:6054
462.87ms,CCTV11,http://183.129.255.66:8480/hls/12/index.m3u8
462.93ms,辽宁卫视,http://60.2.190.206:4000/udp/239.253.92.115:6056
462.94ms,东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-6.ctv
463.00ms,海南卫视,http://vpn.famcloud.top:9878/rtp/239.3.1.45:8304
463.12ms,梅朵,https://txmov2.a.kwimgs.com/bs3/video-hls/5215449953961824145_hlsb.m3u8
463.12ms,万州科教频道 (576p),http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
463.14ms,CCTV15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8
463.15ms,囧途航班-宋小宝贾冰,http://uptt.gcwduoduo.com/v/220621/104253a1c26665b46e7b976e2dacf708.mp4
463.18ms,安徽卫视,http://153.0.171.163:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
463.20ms,ESPN,http://41.205.93.154/ESPN/index.m3u8
463.21ms,深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017
463.22ms,阿细-细界,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ck02v0rc77u87sj16lcg&ratio=720p&line=0
463.25ms,辽宁卫视,http://58.57.40.22:9901/tsfile/live/1035_1.m3u8
463.32ms,好享购物,https://live.264788.xyz/channel/haoxianggouwu?streamid=9a3d98e729381542c62b5434bf09f4d6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
463.35ms,央视台球,https://live.264788.xyz/channel/yangshitaiqiu?streamid=9679c6066eaea41803687ab95ac160aa&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
463.38ms,快乐垂钓,https://live.264788.xyz/channel/kuailechuidiao?streamid=ee769acd8c2e8a0e474b1f3e8a1c0ca8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
463.38ms,长白朝语,http://hplayer1.juyun.tv:80/camera/11344136.m3u8
463.45ms,CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8
463.48ms,山东卫视,http://60.2.190.206:4000/udp/239.253.92.207:8109
463.51ms,都市剧场,https://live.264788.xyz/channel/dushijuchang?streamid=703d0752c54f22baa433be41c2f9d236&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
463.52ms,河南卫视,http://60.2.190.206:4000/udp/239.253.92.137:6144
463.53ms,CCTV11,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8
463.55ms,CHC家庭影院,http://116.52.173.144:1234/644368373
463.63ms,内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=81a015dbecf3031d7d847b7a9b059f67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
463.68ms,湖北卫视,http://61.136.172.236:9901/tsfile/live/0132_1.m3u8
463.70ms,CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8
463.70ms,卡酷少儿,https://live.264788.xyz/channel/kakushaoer?streamid=f6f34f478523a4a98d075253b716da80&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
463.73ms,CCTV13,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
463.74ms,CCTV9,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8
463.74ms,张镐哲,https://vd3.bdstatic.com/mda-pai1autuhxiwv606/hd/cae_h264/1674091410698310238/mda-pai1autuhxiwv606.mp4
463.84ms,北京卫视,http://60.2.190.206:4000/rtp/239.253.92.87:8014
463.84ms,动漫秀场,http://60.2.190.206:4000/udp/239.253.93.225:6403
463.88ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
463.90ms,HOY剧集,http://cdn.163189.xyz/163189/hoyjj
